anchor,positive,negative,anchor,positive,negative,anchor,positive,negative,anchor,positive,negative,anchor,positive,negative
51158,124892,25227,Experimental,Experimental,International,9648,18870,5520,11461,20823,6494,"[224, 38]","[1, 250, 38]","[130, 2]"
116383,118499,24699,Experimental,Experimental,International,17914,18153,5405,9289,20041,6343,"[1, 125, 38]",[38],"[2, 118, 130]"
104625,137561,122088,Experimental,Experimental,Rock,16406,20661,18501,18433,22176,13262,"[247, 38, 47]","[514, 38]","[66, 12, 85]"
37121,141972,111378,Experimental,Experimental,Pop,7503,21318,17220,3246,22591,16362,[38],[38],"[10, 76]"
30090,38907,11782,Experimental,Experimental,Hip-Hop,6398,7762,2898,7487,9279,3089,"[1, 38, 41]","[38, 125, 30]",[21]
84135,10541,115269,Experimental,Experimental,International,14199,2609,17752,16270,2583,13021,"[224, 38]","[125, 38]","[2, 118, 130]"
30682,58068,5936,Experimental,Experimental,Folk,6397,10720,1940,7582,11326,1796,"[456, 38, 247]","[38, 224, 30]","[17, 103]"
81189,64858,92129,Experimental,Experimental,Pop,13874,11703,15238,15412,13391,17123,"[1, 38]","[38, 247]","[362, 10]"
48043,90804,55186,Experimental,Experimental,Electronic,9223,15044,10286,668,16239,12099,"[125, 38]","[38, 22, 47]",[15]
69791,112587,91625,Experimental,Experimental,Electronic,12400,17369,15164,14307,19258,10397,"[41, 38]","[38, 6, 1193, 16, 763]","[240, 297, 15]"
83898,74391,92508,Experimental,Experimental,Rock,14168,13141,15304,16170,15127,17227,"[1, 186, 38]","[16, 38, 763, 6]","[25, 12]"
140939,58068,38828,Experimental,Experimental,International,21200,10720,7757,13625,11326,9237,[38],"[38, 224, 30]","[177, 2]"
44794,140266,87324,Experimental,Experimental,Pop,8698,13438,14694,10352,19425,16732,"[360, 38, 6]","[514, 38]",[10]
11947,49072,83437,Experimental,Experimental,Folk,2910,2279,14106,3151,2240,16167,"[16, 38, 763, 6]","[32, 1, 38]",[17]
49073,36567,39605,Experimental,Experimental,Electronic,2279,7453,7879,2240,8729,9403,"[32, 1, 38]","[224, 1, 186, 38]","[182, 15]"
109548,6677,71693,Experimental,Experimental,Hip-Hop,16947,1883,12691,10071,1771,14456,"[1, 38, 41]","[32, 38]",[21]
68540,615,60871,Experimental,Experimental,International,12256,175,11137,14125,126,10174,"[38, 30]","[41, 38]","[130, 2, 741]"
144492,57271,110687,Experimental,Experimental,Electronic,21585,10565,17142,22994,12158,19102,"[1, 38]","[456, 514, 38]","[400, 42, 182, 15]"
51479,147086,75221,Experimental,Experimental,Rock,9687,21937,13233,10457,2008,15248,"[32, 250, 38]","[38, 6, 1193, 16, 763]","[12, 45, 31]"
68551,146070,98770,Experimental,Experimental,Electronic,12256,21832,15889,14132,23258,10484,"[38, 30]","[32, 38]","[240, 297, 15]"
44803,38880,71715,Experimental,Experimental,Rock,8698,7762,12702,10358,9279,14588,"[360, 38, 6]","[38, 125, 30]","[25, 66, 12]"
7386,47197,106457,Experimental,Experimental,Folk,1685,9034,16588,10,7050,18661,"[38, 22]",[38],"[17, 94]"
126559,34510,114050,Experimental,Experimental,Hip-Hop,19123,7183,17582,21016,8471,19459,"[41, 38]","[1, 38]",[21]
82890,1249,109960,Experimental,Experimental,Pop,14057,332,17036,16066,163,9454,"[224, 38]","[32, 38]","[10, 76, 362]"
25324,44801,107125,Experimental,Experimental,Electronic,5531,8698,16686,6506,8657,18732,"[250, 38]","[360, 38, 6]","[468, 286, 15]"
81895,133293,62742,Experimental,Experimental,Pop,13948,20046,11372,6075,16194,13262,"[38, 514, 30]","[1, 38, 41, 247, 30]",[10]
90027,139681,98657,Experimental,Experimental,International,14975,21010,15960,16958,22381,3936,"[250, 38]","[38, 47]","[2, 118]"
68540,122168,32218,Experimental,Experimental,Electronic,12256,18507,6735,14125,15939,7948,"[38, 30]","[1, 125, 38]",[15]
30095,74382,81194,Experimental,Experimental,Electronic,6398,13141,13875,7487,15125,15885,"[1, 38, 41]","[16, 38, 763, 6]","[468, 15]"
34510,112789,111386,Experimental,Experimental,Pop,7183,17387,17220,8471,19268,16362,"[1, 38]","[32, 38]","[10, 76]"
38901,91900,128709,Experimental,Experimental,Rock,7762,15197,19412,9279,5994,21203,"[38, 125, 30]","[41, 38]","[88, 12, 85]"
43063,11234,83717,Experimental,Experimental,Hip-Hop,8435,2756,14145,5147,2240,7473,"[32, 38]","[32, 1, 38]",[21]
38907,112088,93521,Experimental,Experimental,Electronic,7762,17299,15399,9279,19219,17332,"[38, 125, 30]","[1, 38, 41]","[468, 15]"
74387,115850,14741,Experimental,Experimental,Rock,13141,17811,3430,10458,19259,4120,"[16, 38, 763, 6]","[224, 186, 514, 38]",[12]
139637,134094,6360,Experimental,Experimental,International,21002,20142,1989,6077,21867,1839,"[456, 247, 38, 47]","[32, 38]","[2, 118, 102]"
84139,108050,123934,Experimental,Experimental,Electronic,14199,16814,18748,16270,3171,20706,"[224, 38]","[250, 38]","[183, 468, 15]"
74378,118478,98573,Experimental,Experimental,Hip-Hop,13141,18152,15949,15120,20004,15196,"[16, 38, 763, 6]",[38],"[539, 21]"
116709,122261,19415,Experimental,Experimental,Pop,17914,18519,4411,9289,20452,5202,"[1, 125, 38]",[38],"[10, 76]"
7375,38964,122934,Experimental,Experimental,Folk,1685,7770,18604,10,9291,447,"[38, 22]","[250, 38]","[17, 103]"
122004,57943,55709,Experimental,Experimental,Rock,18495,10701,10331,20391,6554,12166,"[41, 38]","[38, 6, 1193, 16, 763]","[26, 12]"
122959,24512,89841,Experimental,Experimental,Hip-Hop,18608,5377,14962,18141,6301,16894,"[1, 38]","[41, 186, 38]","[539, 21]"
124517,29744,56874,Experimental,Experimental,Electronic,18820,6350,10500,19918,7402,12344,[38],"[38, 360, 6]","[400, 42, 182, 15]"
83906,117966,38833,Experimental,Experimental,International,14168,18105,7758,16170,10500,9237,"[1, 186, 38]","[1, 38]","[177, 2]"
148099,95189,119719,Experimental,Experimental,Folk,21954,15540,18274,23407,13882,14571,"[1, 38]","[41, 38]","[17, 103]"
74390,7375,26659,Experimental,Experimental,Electronic,13141,1685,5795,15124,10,6747,"[16, 38, 763, 6]","[38, 22]","[182, 15]"
43691,81895,43520,Experimental,Experimental,International,8572,13948,8534,10191,6075,10174,[38],"[38, 514, 30]","[130, 2, 741]"
121346,119413,124874,Experimental,Experimental,Instrumental,18212,18251,18867,19268,1786,20760,"[32, 38]","[1, 38]","[18, 1235]"
112133,113558,127203,Experimental,Experimental,Pop,17308,17499,19228,19219,19411,21070,"[38, 47]",[38],[10]
30120,65234,113165,Experimental,Experimental,Rock,6403,11694,17440,7489,13466,19345,"[1, 38, 41]","[38, 30, 456]","[404, 58, 12, 85]"
126506,47199,148584,Experimental,Experimental,Pop,19119,9034,22154,21005,7050,23601,"[1, 125, 38]",[38],[10]
57440,44795,87322,Experimental,Experimental,Pop,10578,8698,14694,3195,4349,16732,[38],"[360, 38, 6]",[10]
74373,15471,43535,Experimental,Experimental,International,13141,3548,8539,15117,4271,10183,"[16, 38, 763, 6]","[38, 22]","[2, 130, 102, 524, 118]"
58063,58070,95248,Experimental,Experimental,Rock,10717,10720,15451,9974,11326,7491,"[32, 1, 38]","[38, 224, 30]","[25, 12, 111]"
119545,48861,140794,Experimental,Experimental,Folk,18256,9335,21171,1813,10154,10154,"[32, 38]","[456, 250, 38]","[33, 17, 94]"
34257,102114,625,Experimental,Experimental,Folk,7129,16213,177,8428,18244,127,"[456, 38]","[38, 32, 22]",[17]
112785,73821,144475,Experimental,Experimental,Folk,17387,13063,21583,19268,13913,3475,"[32, 38]",[38],"[17, 103]"
116465,64858,121666,Experimental,Experimental,Instrumental,17929,11703,18457,19382,13391,11939,"[125, 38]","[38, 247]","[107, 18, 1235]"
28241,46068,108027,Experimental,Experimental,Instrumental,6095,8878,16811,5804,10570,2008,"[224, 38]","[1, 38, 41]","[267, 107, 1235]"
38965,40598,25215,Experimental,Experimental,International,7770,8044,5518,9291,9560,1838,"[250, 38]","[32, 38]",[2]
96898,70174,135342,Experimental,Experimental,Pop,15721,12468,20308,17735,5144,21957,"[38, 32, 22]","[1, 38]",[10]
104434,33278,3492,Experimental,Experimental,Rock,16381,6919,875,15508,474,575,[38],"[456, 38]",[12]
7386,47197,146724,Experimental,Experimental,Hip-Hop,1685,9034,21896,10,7050,23348,"[38, 22]",[38],[21]
108059,73821,120775,Experimental,Experimental,Instrumental,16814,13063,18373,3171,13913,20273,"[250, 38]",[38],"[18, 1235]"
116464,22150,122620,Experimental,Experimental,Rock,17929,4890,18564,19382,2629,20518,"[125, 38]","[32, 1, 250, 38]","[66, 12]"
97813,84139,122082,Experimental,Experimental,Rock,15836,14199,18501,17879,16270,13262,"[32, 250, 38, 456]","[224, 38]","[66, 12, 85]"
126607,1278,142531,Experimental,Experimental,Folk,19133,339,21399,16066,222,22679,"[224, 38]","[38, 22]",[17]
37121,44796,140925,Experimental,Experimental,Electronic,7503,8698,21199,3246,10353,21691,[38],"[360, 38, 6]","[296, 236, 15]"
42984,57442,106567,Experimental,Experimental,Rock,8395,10578,16604,10034,3195,18269,"[32, 38]",[38],"[404, 314, 12, 85]"
97813,56015,32435,Experimental,Experimental,Electronic,15836,10366,6758,17879,12216,7972,"[32, 250, 38, 456]","[32, 250, 38]","[240, 297, 15]"
128845,126522,143215,Experimental,Experimental,Rock,19432,19119,21489,9289,9289,22790,"[1, 125, 38]","[1, 125, 38]","[66, 12, 98]"
24917,102112,85041,Experimental,Experimental,Electronic,5463,16213,14351,3307,18244,5450,"[38, 30]","[38, 32, 22]","[468, 15]"
125240,24524,27667,Experimental,Experimental,Electronic,18941,5377,5978,20860,1425,6972,"[38, 30, 456]","[41, 186, 38]","[184, 181, 182, 15]"
24901,64861,31888,Experimental,Experimental,International,5463,11703,6648,3307,13391,7875,"[38, 30]","[38, 247]","[177, 2, 77]"
11020,95564,80696,Experimental,Experimental,International,291,15589,13817,10,2575,6345,"[38, 22]","[32, 38]","[2, 118]"
44851,139804,107593,Experimental,Experimental,Folk,8708,18212,16750,10369,22159,18755,"[38, 30, 456]","[32, 38]",[17]
91897,128881,124992,Experimental,Experimental,Rock,15197,19435,18891,5994,19472,12676,"[41, 38]","[38, 6, 1193, 16, 763]","[12, 109, 404, 85, 89, 25]"
122107,64604,149452,Experimental,Experimental,Rock,18503,11647,22283,20418,13466,23670,[38],"[32, 38, 456]","[12, 70]"
48042,74390,153337,Experimental,Experimental,Hip-Hop,9223,13141,22712,668,15124,24202,"[125, 38]","[16, 38, 763, 6]","[539, 21]"
126226,118958,127868,Experimental,Experimental,International,19072,18212,19314,20977,19268,21105,"[38, 47]","[32, 38]","[2, 77]"
118489,68410,144212,Experimental,Experimental,Hip-Hop,18152,12232,21564,20040,14100,16031,[38],"[125, 38]",[21]
116709,118084,150080,Experimental,Experimental,International,17914,17678,22380,9289,19535,14155,"[1, 125, 38]","[41, 38]","[2, 79]"
47199,51112,19418,Experimental,Experimental,Pop,9034,9641,4411,7050,1977,5202,[38],"[1, 38]","[10, 76]"
1735,112668,81085,Experimental,Experimental,Folk,449,17373,13865,288,19268,15865,[38],"[32, 38]","[33, 17]"
11242,74390,87322,Experimental,Experimental,Pop,2760,13141,14694,2240,15124,16732,"[32, 1, 38]","[16, 38, 763, 6]",[10]
46162,34263,71245,Experimental,Experimental,Hip-Hop,8894,7129,12639,10595,8428,14544,"[38, 30]","[456, 38]","[100, 21]"
38967,27456,44822,Experimental,Experimental,International,7770,5939,8701,9291,281,10360,"[250, 38]","[38, 47]","[2, 524, 118, 130]"
126557,112197,86417,Experimental,Experimental,Rock,19123,17321,14552,21016,19259,16597,"[41, 38]","[224, 186, 514, 38]","[31, 12, 167]"
81895,64856,126189,Experimental,Experimental,Instrumental,13948,11703,19064,6075,13391,20971,"[38, 514, 30]","[38, 247]","[18, 1235]"
124971,91897,90583,Experimental,Experimental,Pop,18212,15197,15015,19268,5994,7444,"[32, 38]","[41, 38]","[10, 76]"
126608,44797,28608,Experimental,Experimental,Pop,19133,8698,6158,16066,1874,129,"[224, 38]","[360, 38, 6]",[10]
126508,49068,122082,Experimental,Experimental,Rock,19119,2279,18501,21006,2240,13262,"[1, 125, 38]","[32, 1, 38]","[66, 12, 85]"
117966,7376,107180,Experimental,Experimental,International,18105,1685,16695,10500,10,18736,"[1, 38]","[38, 22]","[2, 79]"
51118,120171,129395,Experimental,Experimental,International,9641,18322,19509,1977,19591,21297,"[1, 38]","[16, 38, 763, 6]","[602, 2, 79]"
39875,108319,148602,Experimental,Experimental,Folk,7923,16845,22157,9264,9500,23604,"[32, 1, 38]",[38],[17]
7385,127155,148612,Experimental,Experimental,Pop,1685,19217,22158,10,13517,23605,"[38, 22]","[32, 38]",[10]
119379,64862,45128,Experimental,Experimental,Pop,18248,11703,8762,1885,13391,9454,"[1, 186, 38, 30]","[38, 247]","[10, 76, 362]"
86576,8357,89817,Experimental,Experimental,Electronic,14583,2176,14961,242,2,16893,"[32, 38, 47]","[1, 38, 22]","[296, 181, 15]"
51203,59823,103520,Experimental,Experimental,Instrumental,9652,10978,16291,11463,8995,18286,"[224, 38]","[224, 38]","[18, 1235]"
112789,119097,91186,Experimental,Experimental,International,17387,18229,15103,19268,1767,17040,"[32, 38]",[38],"[177, 2]"
77522,7376,73779,Experimental,Experimental,International,13456,1685,13057,14774,10,14981,"[224, 1, 38]","[38, 22]","[130, 2]"
20296,126605,36560,Experimental,Experimental,Pop,4570,19133,7451,1464,16066,8728,"[1, 38]","[224, 38]","[10, 76, 362]"
139330,118223,133029,Experimental,Experimental,Electronic,20951,17678,20018,20515,19535,20146,"[250, 38]","[41, 38]","[42, 468, 15]"
145058,44804,117473,Experimental,Experimental,Pop,21649,8698,18040,23113,9011,6337,"[32, 125, 38]","[360, 38, 6]","[10, 76]"
30198,7383,105408,Experimental,Experimental,Electronic,6145,1685,16469,2008,10,15990,"[32, 38]","[38, 22]","[337, 15, 695, 183]"
1075,37041,75750,Experimental,Experimental,Hip-Hop,290,7499,13285,10,8809,12271,"[38, 22]","[32, 38]","[539, 21]"
119086,19192,11262,Experimental,Experimental,Electronic,18229,4344,2769,1767,548,2906,[38],[38],[15]
37538,70005,84154,Experimental,Experimental,Folk,7540,12448,14208,8995,14349,16276,"[224, 38]","[250, 38]","[17, 103]"
119134,118507,108968,Experimental,Experimental,Rock,18230,18154,16915,1767,20043,18948,[38],[38],"[64, 25, 314, 12]"
30740,68541,142093,Experimental,Experimental,Hip-Hop,6470,12256,18166,1024,14126,19803,"[1, 38]","[38, 30]",[21]
84144,37779,4838,Experimental,Experimental,Rock,14199,7577,1433,16270,9034,1119,"[224, 38]","[38, 6]",[12]
92887,118222,113281,Experimental,Experimental,International,15336,17678,17457,14774,19535,19378,"[224, 1, 38]","[41, 38]",[2]
89991,74377,63733,Experimental,Experimental,Hip-Hop,14971,13141,11236,16956,12566,7473,"[32, 38, 47]","[16, 38, 763, 6]",[21]
104434,51117,47074,Experimental,Experimental,Electronic,16381,9641,9016,15508,1977,10779,[38],"[1, 38]","[240, 297, 15]"
120161,7393,135010,Experimental,Experimental,Folk,18322,1685,20274,20197,10,21937,"[16, 38, 763, 6]","[38, 22]",[17]
89212,71885,256,Experimental,Experimental,Rock,4969,12738,102,2079,14642,81,"[38, 32, 22]","[38, 47]","[12, 31]"
74371,42141,16354,Experimental,Experimental,Rock,13141,8267,3756,15115,9957,4495,"[16, 38, 763, 6]","[514, 38]",[12]
24917,57274,53301,Experimental,Experimental,International,5463,10565,9977,3307,12158,5798,"[38, 30]","[456, 514, 38]","[2, 79]"
41714,77521,115273,Experimental,Experimental,International,8215,13456,17754,9820,14774,18008,"[224, 38]","[224, 1, 38]","[2, 118, 130]"
69787,69784,31165,Experimental,Experimental,International,12400,12400,6551,14307,14307,7727,"[41, 38]","[41, 38]","[2, 171, 79]"
29739,101868,147409,Experimental,Experimental,Rock,6350,16189,21982,7398,17238,19740,"[38, 360, 6]","[32, 41, 514, 38]","[25, 12, 111]"
57936,127402,134509,Experimental,Experimental,Hip-Hop,10700,19262,20192,12570,21092,21888,"[16, 38, 763, 6]","[1, 38, 41]",[21]
57630,48043,145728,Experimental,Experimental,Hip-Hop,10608,9223,21773,6234,668,13450,"[41, 514, 38]","[125, 38]",[21]
112785,30120,142096,Experimental,Experimental,Instrumental,17387,6403,21337,19268,7489,21803,"[32, 38]","[1, 38, 41]","[107, 18, 1235]"
27866,18877,26035,Experimental,Experimental,Hip-Hop,6020,4313,5637,4331,5103,6643,"[456, 38]",[38],[21]
144492,44795,7492,Experimental,Experimental,Hip-Hop,21585,8698,2095,22994,4349,1953,"[1, 38]","[360, 38, 6]",[21]
125240,30682,26906,Experimental,Experimental,Electronic,18941,6397,5826,20860,7582,3766,"[38, 30, 456]","[456, 38, 247]","[297, 15]"
96900,995,42235,Experimental,Experimental,International,15721,255,8275,17735,177,1838,"[38, 32, 22]","[32, 38]",[2]
149775,26600,64841,Experimental,Experimental,Pop,22342,5784,11699,23714,5994,3171,[38],"[186, 38]",[10]
124154,24915,115002,Experimental,Experimental,Instrumental,18582,5463,17706,15891,3307,19472,"[514, 38]","[38, 30]",[1235]
110610,37779,145729,Experimental,Experimental,Hip-Hop,17123,7577,21773,16162,9034,13450,"[32, 38, 47]","[38, 6]",[21]
26605,64093,93520,Experimental,Experimental,Electronic,5784,11566,15399,5994,7503,17332,"[186, 38]",[38],"[468, 15]"
84057,128881,97585,Experimental,Experimental,Folk,14189,19435,15809,16248,19472,17860,"[224, 514, 38]","[38, 6, 1193, 16, 763]","[17, 180, 103]"
118505,133297,124877,Experimental,Experimental,Instrumental,18154,20046,18867,20007,21774,20760,[38],"[1, 38, 41, 247, 30]","[18, 1235]"
1733,91130,52642,Experimental,Experimental,Electronic,449,15094,9869,288,14281,11679,[38],"[1, 250, 38, 41]","[181, 15]"
12737,58053,93521,Experimental,Experimental,Electronic,3058,10715,15399,3426,9974,17332,[38],"[32, 1, 38]","[468, 15]"
615,143186,99375,Experimental,Experimental,International,175,21487,16053,126,22357,18023,"[41, 38]","[32, 38]","[2, 118]"
112197,129624,71507,Experimental,Experimental,Electronic,17321,19531,12672,19259,21362,4421,"[224, 186, 514, 38]","[32, 38, 47]","[240, 297, 15]"
131624,49408,127867,Experimental,Experimental,International,18212,2756,19314,19268,2240,21105,"[32, 38]","[32, 1, 38]","[2, 77]"
126506,122155,120184,Experimental,Experimental,Pop,19119,18507,18324,21005,20435,2008,"[1, 125, 38]","[1, 125, 38]","[10, 76]"
77521,92574,137716,Experimental,Experimental,Rock,13456,15314,20690,14774,17238,1860,"[224, 1, 38]","[224, 514, 38, 247]","[404, 12, 85]"
116116,51479,66637,Experimental,Experimental,Electronic,17877,9687,11957,19755,10457,13889,"[32, 38]","[32, 250, 38]","[42, 468, 15]"
44850,18112,154308,Experimental,Experimental,Hip-Hop,8708,4151,22780,10369,1464,23208,"[38, 30, 456]","[1, 38]","[811, 539, 21]"
119727,112668,115267,Experimental,Experimental,International,18275,17373,17752,20130,19268,13021,"[41, 38]","[32, 38]","[2, 118, 130]"
126055,46161,75749,Experimental,Experimental,Hip-Hop,19045,8894,13285,20955,10595,12271,"[1, 38]","[38, 30]","[539, 21]"
68538,119025,87644,Experimental,Experimental,Electronic,12256,18223,14765,14124,1818,15989,"[38, 30]","[224, 38]","[337, 236, 695, 15]"
51479,124409,91868,Experimental,Experimental,Rock,9687,18804,15191,10457,11912,7211,"[32, 250, 38]","[32, 38]","[25, 12, 109, 361]"
51203,68543,71503,Experimental,Experimental,Electronic,9652,12256,12672,11463,14126,15504,"[224, 38]","[38, 30]","[240, 297, 15]"
112585,115850,7713,Experimental,Experimental,Folk,17369,17811,2106,19258,19259,1331,"[38, 6, 1193, 16, 763]","[224, 186, 514, 38]","[17, 103]"
127798,42135,95250,Experimental,Experimental,Rock,19307,8267,15451,19268,9957,7491,"[32, 38]","[514, 38]","[25, 12, 111]"
127155,102112,149727,Experimental,Experimental,Instrumental,19217,16213,22332,13517,18244,22014,"[32, 38]","[38, 32, 22]","[107, 1235]"
44169,45934,98574,Experimental,Experimental,Hip-Hop,8653,8874,15949,10267,10497,15196,"[32, 250, 38]","[1, 38, 41]","[539, 21]"
109072,52859,119991,Experimental,Experimental,Hip-Hop,16928,9892,18314,14930,4794,20156,"[32, 224, 38]","[456, 38, 47]",[21]
124519,122003,68837,Experimental,Experimental,Folk,18820,18495,12285,19918,20390,14026,[38],"[41, 38]",[17]
997,54019,47670,Experimental,Experimental,Pop,255,10109,9137,177,11930,10905,"[32, 38]",[38],"[10, 76]"
122155,71885,55719,Experimental,Experimental,Rock,18507,12738,10331,20435,14642,12166,"[1, 125, 38]","[38, 47]","[26, 12]"
20424,6679,80518,Experimental,Experimental,Instrumental,4599,1883,13793,152,1771,13262,"[1, 38]","[32, 38]",[1235]
